SSDSE-F-2023,1991-2020îN,,,CN100,CN110,CN120,CN131,CN132,CN141,CN142,CN143,CN144,CN151,CN152,CN200,CN210,CN220,CN230,CN300,CN311,CN312,CN313,CN400,CN410,CN420,CN500,CN511,CN512,CN513,CN514,CN515,CN600,CN610,CN620,CN631,CN632,CN633,CN640,CN651,CN652,CN653,CN654,CN900,CN910,CN920
R23100,à§ímåß,ñºå√âÆés,03åé,9.2,14.5,4.6,0.0,0.0,0.0,0.1,0.0,0.0,1.6,0.0,1009.9,1016.7,58,6.8,3.5,4.1,0.0,0.0,199.7,20.6,4.3,116.2,8.8,4.3,1.1,0.1,0.0,1.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,04åé,14.6,20.1,9.7,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,1007.9,1014.6,59,9.9,3.3,3.1,0.0,0.0,200.2,19.0,4.6,127.5,9.4,4.5,1.1,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,05åé,19.4,24.6,14.9,0.0,0.4,0.0,15.4,1.6,0.0,0.0,0.0,1005.4,1012.1,64,14.0,3.1,1.6,0.0,0.0,205.5,18.1,4.6,150.3,9.7,5.1,1.4,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,06åé,23.0,27.6,19.4,0.0,5.0,0.0,23.6,6.8,0.1,0.0,0.3,1002.3,1008.8,71,19.7,2.7,0.5,0.0,0.0,151.8,12.4,5.7,186.5,11.6,5.9,2.1,0.7,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,07åé,26.9,31.4,23.5,0.0,23.6,0.0,29.3,20.6,5.2,0.0,8.6,1002.4,1008.7,73,25.3,2.8,0.6,0.0,0.0,166.0,14.5,4.2,211.4,12.0,6.0,2.3,1.1,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,08åé,28.2,33.2,24.7,0.0,28.8,0.0,30.6,26.9,9.0,0.0,15.0,1003.3,1009.7,69,26.0,2.9,0.8,0.1,0.0,201.3,18.9,1.5,139.5,8.5,3.7,1.8,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,09åé,24.5,29.1,21.0,0.0,14.0,0.0,26.1,13.4,0.7,0.0,1.8,1005.9,1012.4,70,21.5,2.8,1.4,0.3,0.1,159.6,15.8,3.8,231.6,10.5,5.6,2.4,0.9,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,10åé,18.6,23.3,14.8,0.0,0.4,0.0,9.9,0.3,0.0,0.0,0.0,1009.9,1016.5,68,14.6,2.7,0.9,0.1,0.0,168.9,18.2,4.9,164.7,9.0,4.4,1.8,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,11åé,12.6,17.3,8.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1012.5,1019.3,66,9.8,2.6,1.0,0.0,0.0,167.1,19.9,3.6,79.1,6.1,2.7,0.6,0.2,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,12åé,7.2,11.7,3.4,0.1,0.0,0.0,0.0,0.0,0.0,2.8,0.0,1012.5,1019.4,66,6.7,2.9,1.4,0.0,0.0,170.3,21.2,2.8,56.6,6.2,1.9,0.3,0.0,0.0,2.8,3,2,0.3,0.1,0.0,3,0.4,0.2,0.1,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,îN,16.2,21.1,12.3,0.7,72.1,0.0,138.2,69.7,15.0,23.8,25.6,1007.9,1014.6,66,13.8,3.0,19.6,0.5,0.1,2141.0,220.6,45.1,1578.9,103.2,48.5,15.4,5.0,0.6,14.7,12,7,1.0,0.4,0.0,8,1.3,0.6,0.1,0.0,35.17,136.97,51.1
R24201,éOèdåß,í√és,01åé,5.7,9.5,2.4,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1016.5,1018.8,61,5.6,3.8,10.2,0.5,0.0,162.9,21.1,2.9,48.5,5.1,1.4,0.3,0.1,0.0,9.2,2,1,0.1,0.0,0.0,2,0.2,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,02åé,5.9,10.0,2.4,0.1,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1016.4,1018.7,61,5.8,3.9,9.1,0.4,0.0,156.2,18.8,2.4,57.1,6.0,2.1,0.3,0.1,0.0,9.8,3,2,0.2,0.1,0.0,3,0.4,0.1,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,03åé,9.0,13.4,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1014.8,1017.1,62,7.2,3.7,11.6,1.0,0.0,186.1,19.5,4.5,104.5,9.0,3.4,0.9,0.1,0.0,4.3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,04åé,14.2,18.6,10.2,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,1012.6,1014.9,64,10.4,3.6,9.1,0.7,0.0,192.7,18.7,4.6,129.0,8.9,4.2,1.1,0.4,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,05åé,19.0,23.1,15.4,0.0,0.2,0.0,8.8,0.7,0.0,0.0,0.0,1010.1,1012.2,68,14.9,3.7,8.1,0.4,0.0,197.8,17.8,5.2,167.3,9.9,5.2,1.7,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,06åé,22.7,26.2,19.7,0.0,4.2,0.0,19.8,3.5,0.3,0.0,0.6,1006.8,1009.0,74,20.3,3.6,4.8,0.5,0.1,146.9,12.6,6.6,201.8,11.6,6.0,2.2,0.8,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,07åé,26.8,30.4,24.0,0.0,23.5,0.0,29.2,17.1,2.7,0.0,11.3,1006.7,1008.8,75,26.2,3.2,3.6,0.5,0.1,180.2,16.3,4.3,173.9,11.1,5.4,1.7,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,08åé,27.9,31.6,25.0,0.0,28.7,0.0,30.3,23.7,3.1,0.0,17.3,1007.7,1009.8,73,27.1,3.5,4.8,0.8,0.1,220.7,20.7,2.1,144.5,8.9,3.6,1.1,0.6,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,09åé,24.4,28.0,21.4,0.0,13.2,0.0,25.6,7.6,0.3,0.0,2.4,1010.4,1012.5,72,22.1,3.2,5.7,1.4,0.5,165.3,16.3,4.8,276.6,10.9,6.0,2.5,1.6,0.5,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,10åé,18.8,22.6,15.5,0.0,0.3,0.0,6.8,0.2,0.0,0.0,0.0,1014.6,1016.8,69,15.0,3.4,5.0,0.5,0.1,164.5,17.4,6.1,186.1,9.1,4.9,1.9,1.0,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,11åé,13.2,17.1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.3,1019.6,65,10.1,3.2,5.9,0.3,0.0,163.7,19.3,3.9,76.4,5.9,2.5,0.5,0.2,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,12åé,8.1,12.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1017.4,1019.7,63,6.9,3.8,8.2,0.3,0.0,171.5,22.1,2.8,47.2,5.5,1.5,0.3,0.0,0.0,3.3,1,1,0.1,0.0,0.0,0,0.1,0.0,0.0,0.0,34.73,136.52,2.7
R24201,éOèdåß,í√és,îN,16.3,20.2,12.9,0.2,70.1,0.0,121.8,52.9,6.3,8.6,31.5,1012.6,1014.8,67,14.3,3.6,86.0,7.3,1.0,2108.6,220.7,50.2,1612.9,102.0,46.2,14.4,6.0,1.2,26.5,6,3,0.4,0.1,0.0,4,0.6,0.1,0.0,0.0,34.73,136.52,2.7
R25202,é†âÍåß,ïFç™és,01åé,3.9,7.1,1.0,0.8,0.0,0.0,0.0,0.0,0.0,9.9,0.0,1007.8,1019.4,75,6.1,3.7,5.0,0.1,0.0,99.8,11.1,4.5,112.0,14.1,3.9,0.5,0.0,0.0,17.6,36,16,2.4,1.3,0.4,19,4.9,2.7,1.1,0.1,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,02åé,4.2,7.7,1.0,0.7,0.0,0.0,0.0,0.0,0.0,9.3,0.0,1007.8,1019.3,74,6.2,4.0,5.1,0.0,0.0,115.6,12.5,3.1,99.6,12.1,3.8,0.2,0.0,0.0,15.3,29,12,2.0,0.9,0.3,15,4.0,2.2,0.9,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,03åé,7.3,11.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,1006.4,1017.7,72,7.4,3.3,4.5,0.0,0.0,162.6,17.1,4.6,114.9,12.2,4.2,0.6,0.0,0.0,7.5,6,4,0.4,0.3,0.0,4,0.6,0.4,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,04åé,12.4,17.4,8.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.2,1015.3,70,10.2,2.8,2.5,0.1,0.0,183.8,17.3,4.5,117.3,10.6,4.0,0.8,0.1,0.0,0.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,05åé,17.6,22.6,13.5,0.0,0.1,0.0,8.0,0.2,0.0,0.0,0.0,1001.5,1012.4,71,14.3,2.5,1.5,0.0,0.0,197.3,17.4,4.6,146.9,9.8,5.0,1.3,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,06åé,21.8,26.0,18.4,0.0,2.5,0.0,19.2,2.7,0.0,0.0,0.1,998.3,1009.0,76,19.7,2.4,0.5,0.0,0.0,154.4,13.1,5.3,175.6,11.6,5.8,1.8,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,07åé,26.1,30.2,22.9,0.0,20.6,0.0,29.4,17.3,1.3,0.0,5.5,998.3,1008.8,77,25.8,2.5,0.6,0.0,0.0,169.8,14.5,3.9,219.0,12.0,6.0,2.6,0.9,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,08åé,27.5,32.1,24.1,0.0,27.6,0.0,30.8,24.8,3.2,0.0,11.2,999.2,1009.7,73,26.5,2.5,0.9,0.1,0.0,213.0,19.6,1.4,124.6,8.0,3.4,1.3,0.7,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,09åé,23.6,27.6,20.2,0.0,9.3,0.0,23.6,7.3,0.1,0.0,1.0,1002.0,1012.7,75,21.7,2.9,2.2,0.2,0.0,162.9,16.3,4.0,167.7,10.3,4.7,1.7,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,10åé,17.7,21.8,14.0,0.0,0.2,0.0,4.4,0.2,0.0,0.0,0.0,1006.2,1017.1,74,15.1,3.1,2.1,0.2,0.0,163.0,17.9,4.7,140.7,9.0,4.4,1.4,0.4,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,11åé,11.7,15.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.8,1020.0,74,10.4,2.9,2.7,0.0,0.0,134.6,15.6,3.7,85.8,8.6,3.0,0.5,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,12åé,6.5,9.9,3.2,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1008.8,1020.2,75,7.4,3.7,5.1,0.1,0.0,106.4,12.4,3.8,105.9,13.2,3.6,0.4,0.0,0.0,8.3,11,7,0.6,0.4,0.2,8,1.4,0.8,0.3,0.0,35.28,136.24,87.3
R25202,é†âÍåß,ïFç™és,îN,15.0,19.1,11.5,1.7,60.2,0.0,116.5,52.4,4.6,24.3,17.8,1004.1,1015.1,74,14.2,3.0,32.8,0.7,0.0,1863.3,185.0,48.3,1610.0,131.5,51.9,13.1,3.8,0.4,49.3,81,21,5.5,2.8,0.9,26,10.9,6.1,2.3,0.1,35.28,136.24,87.3
R26100,ãûìsï{,ãûìsés,01åé,4.8,9.1,1.5,0.3,0.0,0.0,0.0,0.0,0.0,7.4,0.0,1013.1,1019.6,67,5.8,1.7,0.0,0.0,0.0,123.5,16.0,3.1,53.3,6.4,1.9,0.2,0.0,0.0,16.3,5,3,0.2,0.1,0.0,3,0.4,0.2,0.1,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,02åé,5.4,10.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,6.7,0.0,1012.9,1019.5,65,5.9,1.8,0.0,0.0,0.0,122.2,13.7,2.8,65.1,7.3,2.5,0.3,0.0,0.0,14.2,7,4,0.3,0.1,0.0,4,0.5,0.1,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,03åé,8.8,14.1,4.3,0.0,0.0,0.0,0.1,0.0,0.0,1.7,0.0,1011.2,1017.6,61,7.0,2.0,0.0,0.0,0.0,155.4,17.1,4.5,106.2,9.5,4.0,0.8,0.1,0.0,6.8,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,04åé,14.4,20.1,9.2,0.0,0.0,0.0,4.2,0.1,0.0,0.0,0.0,1008.7,1015.0,59,9.6,2.1,0.1,0.0,0.0,177.3,17.2,4.7,117.0,9.4,3.8,0.9,0.3,0.0,0.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,05åé,19.5,25.1,14.5,0.0,0.5,0.0,16.9,2.7,0.0,0.0,0.0,1006.0,1012.1,60,13.3,2.1,0.0,0.0,0.0,182.4,16.4,4.7,151.4,9.7,4.7,1.7,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,06åé,23.3,28.1,19.2,0.0,6.7,0.0,24.2,9.5,0.2,0.0,0.5,1002.7,1008.8,66,18.8,2.0,0.0,0.0,0.0,133.1,11.0,5.8,199.7,11.5,6.0,2.1,0.8,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,07åé,27.3,32.0,23.6,0.0,25.0,0.0,30.1,22.3,6.7,0.0,9.5,1002.6,1008.6,69,24.7,1.9,0.1,0.0,0.0,142.7,12.2,3.9,223.6,11.6,5.9,2.5,1.0,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,08åé,28.5,33.7,24.7,0.0,29.3,0.0,30.8,27.5,11.6,0.0,15.4,1003.5,1009.5,66,25.1,2.1,0.1,0.0,0.0,182.7,17.3,1.5,153.8,8.3,4.0,1.6,0.8,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,09åé,24.4,29.2,20.7,0.0,13.1,0.0,26.5,13.3,0.9,0.0,1.8,1006.5,1012.5,67,20.5,1.9,0.2,0.0,0.0,142.7,14.5,4.0,178.5,9.8,4.9,1.9,0.9,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,10åé,18.4,23.4,14.4,0.0,0.4,0.0,9.7,0.5,0.0,0.0,0.0,1010.9,1017.1,68,14.4,1.7,0.2,0.0,0.0,156.0,17.4,5.1,143.2,8.2,4.1,1.5,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,11åé,12.5,17.3,8.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1013.7,1020.1,68,10.0,1.5,0.0,0.0,0.0,140.7,16.9,3.6,73.9,6.3,2.5,0.6,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,12åé,7.2,11.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1013.9,1020.4,68,7.0,1.6,0.0,0.0,0.0,134.4,17.3,2.9,57.3,6.6,1.8,0.3,0.0,0.0,6.9,2,2,0.2,0.1,0.0,2,0.3,0.1,0.0,0.0,35.01,135.73,40.8
R26100,ãûìsï{,ãûìsés,îN,16.2,21.1,12.1,0.5,74.9,0.0,142.6,75.8,19.4,18.0,27.2,1008.8,1015.1,65,13.5,1.9,0.8,0.1,0.0,1794.1,187.2,46.5,1522.9,104.6,46.1,14.3,5.0,0.9,44.5,15,7,0.8,0.4,0.0,7,1.3,0.5,0.1,0.0,35.01,135.73,40.8
R27100,ëÂç„ï{,ëÂç„és,01åé,6.2,9.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1009.4,1019.7,61,5.8,2.4,1.8,0.1,0.0,146.5,18.9,2.9,47.0,5.6,1.5,0.2,0.0,0.0,4.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,02åé,6.6,10.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1009.2,1019.5,60,6.0,2.4,2.2,0.1,0.0,140.6,16.3,2.9,60.5,6.3,2.2,0.2,0.0,0.0,5.5,1,1,0.1,0.0,0.0,1,0.2,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,03åé,9.9,14.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.5,1017.6,59,7.3,2.5,2.0,0.1,0.0,172.2,18.4,4.3,103.1,9.1,3.9,0.5,0.0,0.0,1.9,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,04åé,15.2,19.9,10.9,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1005.0,1014.9,58,10.2,2.6,1.6,0.0,0.0,192.6,18.1,3.9,101.9,9.2,3.6,0.8,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,05åé,20.1,24.9,16.0,0.0,0.5,0.0,16.1,1.1,0.0,0.0,0.0,1002.3,1012.0,61,14.2,2.3,1.2,0.1,0.0,203.7,18.3,3.9,136.5,9.5,4.2,1.4,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,06åé,23.6,28.0,20.3,0.0,7.9,0.0,25.3,7.9,0.1,0.0,1.0,999.1,1008.6,68,19.8,2.5,0.9,0.1,0.0,154.3,13.1,5.1,185.1,11.3,5.6,1.9,0.8,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,07åé,27.7,31.8,24.6,0.0,26.6,0.0,30.4,22.6,3.7,0.0,15.0,999.1,1008.5,70,25.7,2.4,1.2,0.0,0.0,184.0,16.3,2.8,174.4,10.0,5.2,1.9,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,08åé,29.0,33.7,25.8,0.0,30.1,0.0,31.0,28.3,9.9,0.0,21.4,1000.0,1009.3,66,26.1,2.7,1.4,0.2,0.0,222.4,21.9,0.9,113.0,7.2,3.2,1.0,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,09åé,25.2,29.5,21.9,0.0,16.1,0.0,26.9,14.4,0.8,0.0,4.1,1002.8,1012.2,67,21.3,2.6,1.1,0.2,0.1,161.6,16.6,3.3,152.8,9.5,4.6,1.5,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,10åé,19.5,23.7,16.0,0.0,0.8,0.0,10.8,0.6,0.0,0.0,0.0,1007.1,1016.9,65,14.8,2.5,0.8,0.1,0.0,166.1,17.9,4.3,136.0,8.3,3.9,1.3,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,11åé,13.8,17.8,10.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1010.0,1020.0,64,10.3,2.0,1.0,0.0,0.0,152.6,18.4,3.3,72.5,6.2,2.5,0.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,12åé,8.7,12.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1010.3,1020.5,62,7.1,2.0,1.2,0.0,0.0,152.1,19.4,2.9,55.5,6.1,1.9,0.3,0.0,0.0,1.8,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.68,135.52,23.0
R27100,ëÂç„ï{,ëÂç„és,îN,17.1,21.3,13.6,0.0,81.9,0.0,143.1,74.9,14.5,3.9,41.5,1005.2,1015.0,63,14.1,2.4,16.4,1.0,0.1,2048.6,213.7,40.5,1338.3,98.2,42.3,11.5,3.7,0.4,13.9,1,1,0.1,0.0,0.0,1,0.2,0.0,0.0,0.0,34.68,135.52,23.0
R28100,ï∫å…åß,ê_åÀés,01åé,6.2,9.4,3.1,0.2,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1015.9,1019.7,62,5.9,3.9,4.5,0.3,0.0,145.8,19.4,2.9,38.4,4.7,1.3,0.1,0.0,0.0,8.9,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,02åé,6.5,10.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1015.7,1019.5,61,6.2,3.6,3.3,0.2,0.0,142.4,17.1,3.0,55.6,6.0,1.9,0.2,0.1,0.0,10.2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,03åé,9.8,13.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1013.8,1017.6,61,7.6,3.6,4.3,0.1,0.0,175.8,18.9,4.5,94.2,8.9,3.6,0.5,0.0,0.0,3.3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,04åé,15.0,18.9,11.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1011.2,1014.9,61,10.7,3.6,4.2,0.2,0.0,194.8,18.5,4.1,100.6,9.0,3.6,0.7,0.2,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,05åé,19.8,23.6,16.5,0.0,0.2,0.0,9.8,0.3,0.0,0.0,0.0,1008.4,1012.0,64,14.8,3.6,3.1,0.1,0.0,202.6,18.1,4.3,134.7,9.1,3.9,1.3,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,06åé,23.4,26.7,20.6,0.0,5.5,0.0,23.0,2.1,0.0,0.0,0.6,1005.2,1008.7,72,20.4,3.5,2.7,0.2,0.0,164.0,13.8,5.8,176.7,10.7,5.4,1.9,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,07åé,27.1,30.4,24.7,0.0,25.8,0.0,29.9,18.4,1.2,0.0,15.6,1005.2,1008.6,74,26.8,3.3,1.4,0.2,0.0,189.4,16.7,3.4,187.9,10.0,4.9,2.1,1.0,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,08åé,28.6,32.2,26.1,0.0,30.3,0.0,31.0,25.9,3.2,0.0,24.0,1006.0,1009.4,71,27.4,3.6,2.3,0.4,0.1,229.6,21.3,1.2,103.4,6.5,2.7,1.0,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,09åé,25.4,28.8,22.6,0.0,17.3,0.0,27.1,11.0,0.2,0.0,6.6,1008.7,1012.2,67,21.7,3.8,2.5,0.5,0.1,163.9,16.2,3.6,157.2,9.3,4.2,1.5,0.7,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,10åé,19.8,23.2,16.7,0.0,0.9,0.0,8.6,0.2,0.0,0.0,0.0,1013.2,1016.8,64,15.0,3.7,3.1,0.3,0.2,169.8,18.5,4.4,118.0,7.8,3.6,1.2,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,11åé,14.2,17.5,10.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1016.2,1019.9,63,10.4,3.5,2.7,0.0,0.0,152.2,18.6,3.3,62.4,5.6,2.2,0.4,0.2,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
